1001346252,1  1045275642516963328
1001359543455043585,1  1043085238493011969
1001387181410144257,2  1044825459157082113 1040631726932983809
1001390960,1  1045130971052429312
1001443282994565123,1  1044962093676597248
1001449724325580800,1  1045245054066073601
1001465040220893185,1  1039397373909393408
1001506790171955200,1  1044309503917854727
100152260,1  1044936758792577026
1001526745110114304,1  1045040764856795136
1001540508328644608,1  1039540760801161216
1001540604172611584,1  1039240098565505025
1001557423390363648,4  1045054760439762946 1040705813583749120 1040786314461949952 1045055761754329088
1001567349508591616,1  1044950256595718149
1001568160720572417,1  1045331696210644992
1001576003108528128,1  1045307437207744519
1001581848005357568,1  1043754735319302145
1001583808859095041,1  1045228962786369539
1001601271533453312,1  1043808041555103746
1001646463372292096,1  1044497188955480065
1001660456577257474,1  1040385317633761280
1001729859025080320,1  1045168869453811712
1001730482202202112,3  1044991575082881024 1044955747199725568 1044940690692743168
1001765407303393280,1  1042881190389317633
1001787370667151360,2  1045201187610537985 1044979118184583169
1001808467974213632,1  1039310578144161794
1001818381266309120,1  1043686593368743936
1001819912762023937,1  1039428298932215809
1001824673787719680,1  1045243312712675328
1001829142545940485,1  1039540627354972160
1001838652538998789,1  1039273953422974977
1001848885046804480,1  1043883638910259200
1001853987879079936,1  1044624435213422592
1001862428488032258,1  1043342350624337921
1001871422573236226,2  1040204427410505729 1043465722805067779
1001874165991813120,1  1043888177457426437
1001886181162999808,3  1040216401200525312 1043269956283052034 1040687951422935041
1001907104947621889,1  1043491982134394882
1001943032906895361,1  1043117089228300288
1001949830472749057,1  1045222256916320256
1001974465230712832,1  1045132255620927488
1001979264093294592,1  1045122583081963522
1002013645923119104,2  1040396817492574209 1042977098367942656
1002014433516969986,1  1044767242225930240
1002030678828044289,1  1042896409840766976
1002089833970323456,1  1040333554532507648
100210748,1  975567713488855041
1002130820570734592,1  1040499416615079936
1002148798913802241,1  1040652640726786048
1002181413477801985,1  1043513126195535873
1002189558262452225,1  1042901196221104128
1002256150052601857,1  1045305203505926144
1002270483411296256,1  1043295350788894727
1002272863359913984,1  1042913042735017989
1002287062953943040,1  1040314375675015170
1002354264331571200,1  1044746189881536513
1002381758220963840,1  1040232998564708352
1002389053155696642,1  1044014527665201152
1002408817777184769,1  1040103713812017152
1002428685822169088,1  1039402395908890624
1002447039043534848,1  1045055250854338561
1002464608660131841,1  1040200923711242240
100248023,1  1040168860190744577
1002534938,1  1044578533073453056
1002558080721281024,1  1045022631630688256
1002563654,1  1045299888005828608
1002595665703292928,1  1039550095736406021
1002599080500105217,1  1040416629157494785
1002611099248791553,1  1039525388496629763
1002669167462494208,2  1045339058589880321 1040653331218280448
1002695236446048256,1  1043168588864126976
1002709585,1  1040298961104498690
1002716119939993600,1  1040240589055262720
100273167,2  976088556639842304 1044933867281567746
1002757849259257857,1  1039789709776437248
1002902028287447040,1  1039243383913492480
100291468,1  1039749251939610624
1002940315395715072,1  1040660727550242816
1002947138005766149,1  1043560116207771648
1002965042134966272,1  1044732372623790081
100301510,1  1040358297642180615
1003021471,1  978520447150116864
1003043714707722240,1  1040638847053438976
1003058367231938560,1  1045068790931877888
1003060514111610881,1  1039307246767882240
1003089560711106560,1  1045282622799261697
100318072,1  971621564750934016
1003241696749129729,1  1044158944577507328
1003243323920961536,1  1043783244838293505
100326683,1  978236268034318337
1003291359321546753,1  1045009910482849793
1003300329922879488,1  1042885774872473601
100330876,1  1044667261150064640
1003311363714936833,1  1039437478699180032
1003389603057987588,1  1043872959260237825
1003393897,1  973023321594978304
1003416750799585281,3  1043582637439442949 1044589944545726464 1044261429128384512
100344994,1  1039511125409185792
1003506986795741184,2  1040651098002841600 1040658544079515648
1003562999121154050,1  1045029135175876609
1003568413548077056,1  1043714921454682113
1003570247906013184,1  1044588005317464065
1003570855291412480,1  1044042431837036544
1003584431838322690,1  1043095558938746880
1003629166502215680,1  1043241040248020994
1003652938819043328,1  1039976691702157312
1003660679289757696,1  1043165974600527873
100367386,1  1044941172442107905
1003732844424855554,1  1043183897146740736
1003800511827415040,1  1044608415102726144
1003805575019315200,1  1040782757771784192
100382597,1  972815388890337280
1003860620364697606,1  1045015444904701952
1003887553,1  1039976669220663297
1003922636743864321,1  1040590818820677633
1003928119,1  976934393469112322
1003982827,1  1040187749695930369
1003999457917243394,1  1043183842201362433
1004040038877945858,1  1040061998141267968
1004047139062755328,1  1043649856516964353
1004053015060348930,2  1040892099338465280 1039473891280793601
1004066322093756417,2  1045174369821941760 1045075767330201600
1004068308667260929,1  1044752564682706944
1004079813529915393,1  1043311823762718720
100413155,1  972597913980473349
100413913,1  1039899273435992065
1004155485577244672,1  1043329138445234176
1004171887142952960,2  1044570399743377408 1044564256245592064
100419682,2  1044028027120889856 1044027697540861953
1004197018074402816,1  1039687824067375104
1004220360,4  973912953761288192 974406431951802373 974364259307151360 1039676294642974721
1004222480993718277,1  1040595288589774848
1004249082896867329,1  1039567267241938944
1004258794660958209,1  1045206627375288321
1004264137,1  978295475123179521
1004275633898303488,1  1044496437965475840
1004321834,1  1044227886734094338
1004344610292994048,1  1043139886411337730
1004356087905218560,1  1044662301066973185
1004369648236859392,1  1044305387212730369
1004369791510073349,1  1044993756099956736
1004372729493983232,1  1044823809998671874
1004401711493124096,1  1044548089925828608
1004415940652650496,1  1044975143322349569
1004418274749186049,2  1039984534455025665 1040046339776827392
1004422012771667970,1  1040326740747399169
1004427013,1  1043551052782419969
1004460427,1  1040629476441251840
1004472980129214465,1  1042880237682348032
1004481998696730624,1  1044244503631196161
1004527041985875973,1  1044266785233612801
1004543090734948352,1  1040465076786851840
1004570250724200449,1  1043669334554480641
1004606401,3  1045319447517507590 1045269286749708288 1045268009722540034
1004659891427008513,1  1044918851467706370
1004709241985339392,1  1044916134238130176
1004714944170872832,1  1044588054067929088
1004721039169998849,1  1043592918387314688
1004758892771934209,1  1040309247249010689
1004803496594599936,1  1040608257038012418
1004838419019784192,1  1040294346199851011
1004871536,1  975018075300028416
1004875686308405248,1  1043899038540517377
1004921657264431109,1  1043145624206499840
1005034195,1  1044447756679614464
1005105962477334535,3  1044694025037651968 1044694906680299520 1044694689864200192
1005127102885191680,2  1044389763455823872 1044338428077383680
1005198799625707520,4  1039637686611570689 1043489853411856384 1039236316955852801 1039236015737761792
1005235331724206080,2  1044312284141637634 1045037212335779841
1005240783388098560,1  1044681564783661056
1005254610,1  974360825996525568
1005331295738658817,4  1040270550562734083 1040058237578633216 1040059857062252545 1043560006929534978
1005331926432010240,1  1040480610169573376
100536014,2  971913326388269057 971824210522923014
1005361276497739778,1  1043114318760271872
1005404848135786497,1  1043022293822189569
100542141,1  971599781326938112
1005428042,1  976266757101862913
1005459910853840896,1  1044858076266987520
1005465617812611078,1  1039642546887176192
1005473661682372609,1  1043873883575717890
1005505777333747712,1  1040431619390103552
1005522729317982208,1  1039481688429142016
1005541201,2  1044658829601001472 977991193522049025
1005555019226206209,1  1043654180735397888
1005584325075787776,1  1042857456718766080
1005607940248821766,1  1040424403425812481
100561492,1  1043112468191555584
1005635958652403717,1  1039336425873965056
1005749898963107840,1  1040192491947868161
1005762469040713729,1  1043632865253179397
100578161,1  974386030890618880
1005827103747604480,1  1043207819003133952
1005852052755566592,3  1043400504682995712 1043398741414371328 1043580053148389377
1005869471213465600,1  1044839561942257665
100588110,1  1045282339906105345
1005901665961050112,1  1045117514215129089
1005904845289721856,1  1045132282300968960
1005907283098861568,1  1043054261247062017
1005920461509791744,1  1044993877864828929
1005944970,1  978018582612213760
1005949301388963841,1  1044187108448116736
1005970618309754880,4  1039295119969542144 1040027193571602432 1040066297390714880 1040300917206089728
1006000193807028225,1  1045072668301643781
1006017681059807232,1  1045040002084700160
1006019064819539969,1  1043256773908602881
100604106,1  973822839362150400
1006059184717287424,1  1039549392766873600
1006082738,1  1039810749118509061
1006127604,1  972899260487397376
1006174304822812673,1  1040583013426454528
1006185651027488768,1  1039897023175118848
1006203038254665728,1  1040272063427215361
100620514,1  974338118190059520
1006229716255178754,1  1043242597504835584
100623041,1  977327767380312064
1006234756948873216,1  1045106164697116672
1006240442,1  973221102485983232
1006241857175728131,1  1042888633269739520
100625142,1  971700601125031937
1006264757127729153,1  1042970426375327744
1006266984777084928,1  1044686645667266562
1006272061,1  1040039709177798656
1006274259226783744,2  1045021045785276417 1045002453219971072
1006276155052363776,1  1044539113095999488
1006292344327561216,1  1045056836666314754
1006300423475662848,1  1040646943125458946
1006318448379645953,1  1040693660659187712
1006327136,1  1043877562160537600
1006336306178351105,1  1044492262909124608
1006347590831464448,2  1044981754040184832 1044816463708729351
1006359806116892672,1  1040438526846746625
1006392828833026048,2  1043685307210711040 1043942954472275969
1006451731,1  1044325621176897542
1006468572087013376,1  1043120470156079104
100647041,1  971861264346398720
100651257,1  1039544035310940160
1006522515412439040,1  1044401927042289665
1006523812089757698,2  1039767691534290944 1039767693602172929
1006555286289739776,1  1039796768647663617
1006558858574114816,1  1043843105730920448
100656954,1  1043362859558821888
1006573391636246528,1  1040390551554740224
1006593334649839617,1  1039571179915239424
1006617924084301827,2  1043064293355397120 1043064428827213825
1006620591779209226,1  1039596201425993728
1006630683815620608,1  1044903206592106496
1006642103814746112,1  1044263017188220928
1006669122380488705,1  1043707882485829634
1006702915266871296,1  1039652608460423175
100673711,1  1045090207949705216
1006827542605651968,1  1039521432059895808
1006836807651221505,1  1040285283428827137
1006858866578153472,1  1044822667755495426
1006870453707735040,1  1044457956027375616
1006895118895337472,1  1044251445002940416
100690858,1  972220286992044033
1006909119553564675,1  1039910512409104385
1006920535,5  1040141546778243072 1044851380438151169 972063232084140032 973993488864903169 978600053156827136
1006960101318635520,1  1045255471723171840
1006961668268675078,3  1040038066881216512 1040040307847520262 1040020425013686276
1006993171090460672,1  1039878119442796544
1006993412854337536,1  1043073443380568064
1007011362160115712,1  1039442674867040257
1007018158715174913,2  1040176881302204416 1039851937020239872
1007018339502206976,1  1043721353822593024
1007031188274466819,1  1044294923401474054
1007081633890144256,1  1043224988000641025
1007144422117707776,1  1044981383804964864
10071852,3  974811324852195329 975388760979451904 974030307161714689
1007273564494598144,2  1042870777706676224 1042867638026817538
1007297564780187649,3  1040668548778156034 1044292431523573761 1043024067148767232
1007299627694125057,1  1042920996494340101
1007302488079458304,1  1040201900241707008
1007303919859650561,1  1039544485254971392
1007316234,1  974750690592612352
1007348565654495232,1  1040801562526867456
1007366064,1  976517385241923585
100737757,1  1040539460121841664
1007396360,1  975083951097294848
1007405951694114823,1  1044214838212403200
1007419133540093952,1  1043150071423016960
1007425135651971072,1  1039260846726107136
1007436525649268736,1  1039960339641552896
1007442061,1  971897566383128576
1007496955176448005,1  1043207911638368256
1007510292,1  976504116389302272
1007552647,1  1045233569558351879
1007565809986736128,1  1043627050949591040
1007574900054339584,1  1040343791838720000
1007612212456943616,1  1044563425333059584
100761605,1  976618029160239105
1007622032882888704,1  1043814417752838145
1007630563,1  1044326320983953408
100763820,1  975864301520003074
1007661629566095361,1  1040295352644055040
1007668773841702912,1  1044426702275973120
1007691560761352196,1  1043444598641713153
1007707783884468224,1  1043336550438686720
1007712994514620417,1  1042984987983732736
1007722226685218817,1  1039822562094657537
10077242,1  971534352864677888
1007736727870627842,1  1042895354860109824
1007742514202316800,1  1043115281734934528
1007777878283440128,1  1043465667242934273
1007786546156703745,1  1044199826714439680
100779526,3  1040700047657259008 1040569512427446272 1040554657079279621
100781565,1  978601280519237632
1007845989070221312,4  1039801580218867712 1039646257373794304 1039641020072222721 1039800850871345152
1007897863882399744,1  1040096843286245376
1007913241685757952,1  1044265475344134144
100794835,1  977672323749818368
1007961256664264704,1  1039568635373740034
1007979422,1  1045119695437918208
1008000139,1  975522489328652289
1008011106453991424,1  1040422917576765440
1008020343653576704,1  1043224317323030528
1008039279791169536,1  1045030866748149762
1008087563670818817,1  1043448257345712128
1008100741200805888,1  1044059499865104384
1008107131,1  976130704777011201
1008122255606349824,1  1044956429965090816
1008125578682265600,1  1040645661329444865
100813787,1  1040296478567063552
1008163653701341184,1  1044590916042813440
100824440,1  972636712374546433
1008256805288341505,1  1039305522975891456
100826179,1  973376463679492096
1008283352506535936,1  1039853896900980736
1008291102741467136,1  1040111162099200000
1008296996501970945,2  1043234327897759744 1043437515150159872
1008327718977581057,1  1043208210692366337
1008363511507050498,2  1044969351441514496 1044977119091142658
100838177,1  973569894686978048
1008382122292228096,1  1045095896705187840
1008399532344913921,6  1044620750894829568 1039892536368750593 1040626065172062209 1040622346934120454 1040288407451324416 1042863342879162369
1008413287917211649,1  1040204408016052225
1008472516254314496,1  1039981895818272768
10084802,1  974910978285588480
1008492437151649794,1  1039673576113233921
1008505305561362432,1  1045192952509681664
1008506691774627841,1  1040731786395807745
1008545833921515521,2  1040493594837172230 1040494119360102400
1008685037368303617,4  1043929586617192448 1043928642756243466 1043934168982474752 1043945473244049408
1008688433903042560,1  1040280934250106881
1008689600,2  971909804238176261 971906577254010882
1008690430333071360,2  1044860776169771008 1040270675427184640
1008700580,1  976057868851048448
100870657,1  977464881287897088
1008745272887922688,1  1043242103814479872
1008747180725657600,4  1043674068388433920 1043175145425186816 1045069406127108096 1039283331173515264
1008782989462032386,1  1039865059684626432
1008789134461292544,1  1044267650359136256
1008818274052820992,2  1043873458113974273 1043176222044446720
100883955,2  976440082889609216 978347038864789506
1008847296253972481,1  1039319605297143808
1008854646264172544,1  1040130845112029185
1008891948374126592,1  1043173805726871554
1008931505727516672,1  1040577001755762688
1008984994096799744,1  1045013041077788673
1008995176214335489,1  1044926833240805377
1009010485440770048,1  1043097470723665920
1009033678486265856,1  1042974653428293632
1009041990238068737,1  1039962840822673409
1009050136897466368,1  1040242898661326848
1009053194968854528,1  1039481221418377216
1009079309317750784,1  1044770567667118080
1009115436577783809,2  1040743287642943488 1040462852966907904
1009116170102951936,1  1043199120926748673
1009125728720379904,1  1040620192932360192
1009125772848582656,1  1045063083746619392
1009129919585116161,1  1043641035027632128
1009131265,1  1043499164041207809
1009152768257519617,1  1044303696614621184
1009175384284454918,2  1045339031633088513 1045339672866697216
1009198389496614912,1  1043126210396606469
100923138,1  973566971651547137
1009237583518289920,1  1043982836171137024
100924960,1  1045278135682551809
1009250149,1  976006276906999808
1009275832806801408,1  1045220435997184000
1009287298222084097,1  1039380505207160832
1009401695384637440,1  1043176407982006272
1009406867028705280,3  1043905002413133824 1043903948753686533 1043905353589641216
1009424556686217216,1  1043881572611575808
1009433256230572034,1  1043437639599316992
1009456905977319424,1  1040516419333574656
1009505752413659136,1  1045203694210273286
100951869,1  1045261717545078784
1009524756,3  1044313065821483010 1045342302628204544 1039528200165093376
1009538675456331776,1  1040729732478844928
1009547176270286848,1  1040108687313039360
1009585751678320640,1  1043974119929262080
1009591353020502016,1  1039465215740526592
1009594725911990272,1  1044237785274544128
1009602325,1  976237133336907776
1009630368360566784,1  1044785808329207809
1009637747382837248,1  1039269747529895936
100965442,1  1044691168037130241
1009663221878280193,2  1040566869378265089 1040566611579613184
1009696106492686336,1  1044409734248452097
1009713148981587968,1  1039424071321178112
1009738173008764928,1  1040275518623543296
1009747117,1  971788036123058176
1009774649335566339,1  1043626403533602823
1009794902945771523,1  1044418832884891648
1009797164,2  973637117145440257 973640647893766146
1009804858843652096,1  1039602398426275841
1009811338858622977,1  1044046425372352512
1009812402,1  974272288236371968
1009831411203936256,1  1040105029993213952
1009886127040458753,1  1044361799829729280
1009896578,1  976385328205451264
1009896744757415937,1  1044755754216042496
100990876,1  974684351161098240
1009910053879537664,1  1044600580235251712
1009912602493902854,1  1044988478210084865
1009924388697792512,1  1040467018950991872
1009925103067557889,1  1044744868344602624
1009949716392611840,1  1044688767360126976
1009968504336998405,1  1045097577996324865
1009990112,1  975911100691644416
101000208,1  1039966344815554567
101002059,1  973209715114160128
1010077578,1  978102427621535744
101008921,1  978449311657873410
1010089462909587456,1  1043061382453911552
1010093565123256321,1  1040209754159644672
1010130553,1  974699440119332866
1010169843985854464,1  1045269079030992897
1010171689,1  1045133118447833088
101017453,1  972273394854096896
1010204864008392705,1  1045101123684655104
1010222264472592385,1  1044588375154425862
1010231148,1  972063158859902976
1010234888,1  1039280054893768705
1010241772944011264,1  1042868980116086785
1010281206020235264,1  1039773093034643456
1010377933603495936,1  1039400658779041792
1010397654432538625,1  1044609919067082755
1010401080369405953,1  1044230481112387585
1010426707,1  976530537300004864
1010489574555029504,1  1045214954201247744
10104902,1  975467831088336896
1010505389190705152,1  1045276259041783811
1010505746,1  976325696535511040
1010517476298444800,1  1042964556509790208
1010534825436909568,3  1045054527580196864 1045054252790337536 1039554886751465475
1010536867,1  1043869849447845888
1010561167968931841,1  1043467656660180997
1010563973878571008,1  1044079147801341954
1010564749182971905,1  1043141559489683456
1010572945192816640,1  1040215299541413888
1010574664886816768,1  1043386462539063297
1010580766991028225,1  1039849247305342977
1010592288945287169,2  1044363908260085760 1044364704548679680
1010602963381903360,6  1044088723623866368 1044088765185175552 1044088972971069441 1044088893715427328 1044088477934112768 1044090184286064640
1010620265514987520,1  1043222051949953025
1010620860288421888,1  1044558787154194438
1010628573831614470,1  1040254484423876609
1010632843721142273,1  1040759773623459841
1010657223545147392,1  1044729467283877888
1010673175124996096,2  1043774752844697600 1043017101760286721
1010700696126148609,1  1040056824588840960
101075420,1  972267184562036738
101075484,1  1040514621008998400
101087471,1  1039680596513980418
1010877623562620929,1  1039485959971196928
1010890823548821508,1  1044775145598988289
1010916901638287361,1  1045016716785471493
1010925024910430208,1  1045223943018348544
1010927817092026368,1  1040438878585286658
1010944632237297665,2  1039889907471331328 1039889742463229953
1010952118247796737,1  1045025969579454465
1011024576690573312,1  1043679256641822720
101102896,1  971656783721738240
1011053823085989888,1  1040764102996574209
101106027,1  1043213486023688192
1011107061445419009,1  1039786376047276032
1011123942059208705,4  1040514755515973634 1044867191831777280 1043877652203888640 1043877652203888640
101117939,1  1044385925906583553
1011206487199375360,1  1039993875778207748
101124564,1  1039908225628467200
1011249103546667009,4  1039562041256603648 1043174291859075072 1040297881465348097 1039962002452504576
101126114,1  973454373668847616
101126626,2  1040691006285332480 1044622412535361538
1011269710493646850,1  1040408425757401088
1011280308556058625,1  1040296965156700160
1011300481086447617,1  1040212984428199942
1011305915365015554,1  1039913980440051713
1011322428792954880,1  1044303758572875776
1011333775303892992,1  1040722817443160064
1011371276051668993,1  1043974786035142663
1011389034147573760,1  1045319109578289152
1011437000325517312,1  1043302771053785088
1011452665,1  1044553197401100289
1011460387,1  1039863112709693440
1011480529,1  973576746959327233
1011496231741337601,1  1044908503226306560
1011501520536211456,1  1039754623492546560
101150835,1  1044823121650438144
1011550596695027713,1  1044991069375614976
1011551210585968641,1  1044750152941146112
1011590579984224256,1  1045277116575698944
1011592369580527619,1  1045153876566056960
1011593335490871297,1  1045238092838273024
1011605395,1  1044247944948580354
1011605463614611456,1  1045027796559560704
1011617591046103041,1  1044657640192823296
1011624731743842305,2  1045025195138912256 1045025195138912256
1011662005,1  1039426159086383104
1011687524,1  971969445349416962
1011718846988849153,1  1044441686225629186
1011724291736571904,1  1045010141995765760
1011809173254877184,1  1043139648766259200
1011821114882916352,1  1039375430032257030
101186654,1  974003091807883264
1011927374643023872,1  1039485623311249408
1011929021603606529,1  1043547723994226688
1011937620224593920,1  1045314901219168257
1011951026180579328,1  1040921115953000449
1011974475318026240,1  1045057538457260035
1011979856,1  975930823747756033
1011991431551029248,1  1040813815678599169
1012007088313262081,1  1044261786923470850
1012036197559029763,2  1045297998991949824 1044681173358833664
1012050039366144001,1  1040841581266444288
1012052149,1  972768567736324097
1012063131315724288,1  1039582737642991616
1012065602960228357,1  1044118128467345408
1012080141680472070,1  1040124922494898176
1012122293378666496,6  1043353418457382912 1040800214788005888 1040796570894168064 1040797127243378696 1040798843309314048 1040803162465202183
1012123696482455552,1  1043121114476699649
1012285045632110592,1  1040490659201859584
101229755,1  1043976346517622784
1012381240635211776,1  1043246380452663297
1012403008917909504,1  1040475466539384832
101242079,1  978127361215467520
1012434182805643265,2  1039503195821809664 1039503130143215619
1012446932017582080,2  1040252387544494081 1044232487780716544
1012450034565177345,1  1040165234625990663
1012464011831586816,1  1040629783766478850
1012467147015118848,1  1044896725868138498
1012472854124879873,1  1044907544643334144
1012487679630430210,1  1039267121891397632
1012492668268679169,1  1043675381667106816
1012496167,1  1039948517052166145
1012522016283373568,1  1040363790619967489
1012541820,1  975374959546527744
101254662,1  1039911640823676928
1012551505,1  972801577936240641
101255701,1  1043160585532334082
101263083,1  977269109615407105
1012643047417364480,2  1044369327644790784 1044372431534665728
1012694764263755776,1  1040330209214521344
1012715324972683264,1  1039464398480449537
1012716716336599042,1  1039579116037697537
1012738584871297024,1  1039871915249168385
1012759312316485634,1  1039637660439076864
1012809213817556992,2  1042899390925402112 1042899655888003072
1012877617421172736,1  1044360319508901888
1012881615427719168,1  1040246733295562753
101289949,1  1040560989652086787
1012945068397944832,1  1043002342168092674
1012954044325908480,1  1039242168186093568
1012967307944001541,1  1040210856825561088
1013038688891109377,1  1043714107889733634
101307179,1  976550904781524992
1013108208,1  971783326750175232
1013138379129671680,1  1044700037454995462
1013161041222668288,1  1044293915803865088
1013165459192020992,1  1043950711480995842
1013176489397968896,1  1039357252195573762
1013299855,1  971935764660523008
1013444140686888960,1  1040239437207281664
1013446890447429634,1  1045059638805377025
1013469334461734912,1  1044553199162675205
101350094,1  1039779083683545089
1013550918661496833,1  1044232443753115648
1013570288242581512,5  1045206588368322561 1039303257129185280 1039273623352209411 1045070623138074624 1039265765424340993
1013584378230763520,2  1040269056492929025 1040276603119566849
1013589040581496833,1  1040173341963939840
1013597881499115520,1  1043096902768705538
1013759257743974400,1  1043795459821719552
1013770538,1  1044348781477515265
1013812291459080192,1  1039310490533605377
1013817178494291968,1  1044550547515342849
1013834181019922444,1  1039496216386695168
1013874379036299264,1  1039243396252983296
1013902320,1  975547411924901890
1013904709772632064,1  1044936973201412102
1013916737790730240,1  1045342989239943168
101395252,1  972273087944253441
1013975236012736512,1  1039782875686612992
1013991635372343296,1  1040071330278858753
1014009637,2  1043727793819987968 1043905596284719104
101400972,1  1043841084672159745
1014033620359528450,1  1040296416780795904
101403733,1  1043290859825913856
1014044396,1  1045321667965267969
1014075832015425536,1  1045229233314959360
101408477,1  1044910146529492992
1014157710,1  972960152579117056
1014183424251199488,1  1040250210583105536
1014188689,2  978248519181127680 978248912254439424
10142322,1  1040480100955955200
1014247298249867265,1  1044838147937505287
1014257878318964743,1  1040630957303365635
1014267474911662080,4  1039504620362649600 1040190814184513537 1039505267908587521 1039508918060212224
101428632,1  1039343609596850177
1014319322,2  1040340414690156545 1040474928502513665
1014320016110448641,1  1039400663518609409
1014333930470821889,1  1039505001582874624
1014335311030243328,1  1039894666831966208
1014336457643843584,1  1044348122523152384
101438750,1  973582655043330048
101438835,1  972753269817856001
1014410616440684544,1  1043283088518787073
101441922,1  1044918156379086848
101444775,1  975690823152164864
101445204,1  1042887641950244864
1014462213933993984,2  1039767612081795072 1040000430649102336
1014485206575796224,2  1044645968891846656 1044649003579830273
101451370,1  976497995154833408
1014520896713842688,1  1045108765127790597
101453155,1  971969183763243009
1014535342316064768,1  1044240415615062017
1014605152962170885,1  1039994739263766533
1014612934545301509,1  1039488529452150784
1014614947907756033,2  1039472497018716161 1044946552203227136
1014629878757376000,1  1040358618179108865
1014660760931356673,1  1045291625910607872
1014685094597005312,1  1042928680975126528
1014741099133460481,1  1040269471099875328
1014832539171721217,1  1040342841359261696
101483264,2  973747288274120705 972146972558704640
1014839649272025089,1  1043104918444367872
1014845239369060353,1  1044660085803413506
1014846479133966336,1  1045335597227929601
101487178,1  1039771449802858496
1014878644307660800,1  1043147566421041152
1014915860253872134,1  1040403695983321088
1014917018779340802,1  1045010107594153986
1014929369003843585,1  1043647212851363841
1014976637606285313,1  1044988356810207233
1014985143465934848,1  1040014823768158225
1014996279993171968,1  1040095713160581121
1015006172,1  976461703876628480
101504027,1  972723834586615808
1015070149865627653,1  1045137675202809857
1015136212225613825,1  1044607681619795968
1015136258723463168,1  1039471355538731008
1015172730465865729,1  1040443880116645895
1015217854419906566,1  1045038165650591744
1015219061477859328,1  1045304119433580545
1015226100,1  972086547918008321
1015226838883405824,1  1040415197071110150
1015237954694975489,1  1044673309093302273
1015244828286779393,1  1040284521793445889
1015271453355196416,1  1044907820737417216
1015307502009929730,2  1044022847881064448 1044030091091685381
1015363758338822144,1  1044242107702161409
1015380182625144832,1  1040457514217865216
101542844,7  975715651343052800 974354957527855106 975660921602404352 975713563108143106 975460641271091200 975716311698468865 977844000425201664
1015436207633915906,1  1039249729702584320
1015488423904333824,1  1040713496382648320
101551215,1  1044626299233406976
1015563723933650945,1  1043626626330898433
1015570380625448960,2  1044631090579853312 1044580807271038976
1015577463106220032,1  1040168585245732865
1015583092961153024,1  1043006081616699392
1015627838630780928,1  1039689027924836352
1015656810387304453,1  1040666484006182916
1015729352292667392,1  1044960368232206337
1015738718978789384,1  1040557528545943552
1015777997230694400,1  1039318784077717504
101582708,1  1043608757215875073
1015900902992105472,2  1043600982888865792 1043558604610195456
1015968025,1  971659266502389760
1015970565088272385,1  1042879224044896256
1015991963991015425,1  1045322446671360001
1015995458404126726,1  1043600318821478406
1016025411564851202,1  1043574343278768128
1016028468100902915,3  1039893429415804930 1039895077341093893 1039657652215865344
1016046138,1  973161996983169024
1016075565193990144,1  1039321986311356416
1016090355119411200,1  1043257999337377794
1016096556317937665,1  1043001495182958592
1016099785114349568,1  1039763900944863234
101610363,2  1039902347181400065 1039901699236933632
1016167692351557639,1  1043556382421803008
101616902,1  1040722730449088513
1016183497268948992,8  1045025696710631426 1044621873336717312 1040639571783020546 1043642368778493956 1043627014975041537 1043627788761206784 1045013532947959809 1040007288843628550
1016188118880301056,2  1045251765807902720 1045251799282663424
