1039234627943194626,1
1039234641776009217,1
1039234667835219969,1
1039234739037777921,1
1039234852111962114,1
1039235115124248577,1
1039235181486333952,2
1039235190063857665,1
1039235282451746817,1
1039235285056335874,1
1039235313376419841,1
1039235313888055297,1
1039235383517736960,1
1039235615752155138,1
1039235771172044801,1
1039235820903976960,1
1039235833436532736,1
1039235888990117894,1
1039235920396922881,2
1039236015737761792,1
1039236053889175554,1
1039236124537835520,1
1039236310110756870,1
1039236433678983168,1
1039236533545562113,1
1039236573248798721,1
1039236721156579328,1
1039236754396639232,1
1039236766807609344,1
1039236874961924100,1
1039237078851231744,1
1039237099608788993,1
1039237186586116096,1
1039237238046056455,1
1039237309445689344,1
1039237382694989824,2
1039237405902028806,1
1039237423828488194,1
1039237440345653248,1
1039237469449990145,1
1039237475976310785,1
1039237493667913728,1
1039237532725084160,1
1039237540577009665,1
1039237558528565248,1
1039237609380229122,1
1039237617966034950,2
1039237694172278784,1
1039238177637257217,1
1039238189842681857,1
1039238354703925248,1
1039238574980382720,1
1039238579975802880,1
1039238606307479553,1
1039238680257458177,1
1039238682975330306,1
1039238959220633600,1
1039239246626705408,1
1039239396980142080,1
1039239404274032640,1
1039239454660210694,1
1039239462121889792,1
1039239606024265728,1
1039239640061030400,1
1039239780616359936,1
1039239971838808066,1
1039239978155499521,1
1039240008585150467,1
1039240098565505025,2
1039240365104984064,1
1039240372940140544,1
1039240463436402695,1
1039240500602200066,1
1039240668454039554,1
1039240736791830528,1
1039240869688365057,1
1039241036898418688,1
1039241172655386626,1
1039241487471534080,1
1039241600059097088,1
1039241640328740865,1
1039241659979055104,1
1039241750030757888,1
1039241900329521152,1
1039241971276148736,1
1039242076867768320,1
1039242082194468868,1
1039242113911869442,1
1039242149051723776,1
1039242149789949954,1
1039242164193185792,1
1039242168186093568,1
1039242256182665217,1
1039242276562722817,1
1039242404094795777,1
1039242409652244482,1
1039242416811720704,1
1039242763978584064,1
1039242783180107781,1
1039242933252378624,1
1039242985098108930,1
1039243013095129090,1
1039243021450190848,1
1039243095374749698,1
1039243222416084992,1
1039243327034589184,1
1039243543636856836,1
1039243751896494081,1
1039243881978703872,1
1039244017203126272,2
1039244062430244866,1
1039244162934091779,1
1039244203254050818,1
1039244209595863040,1
1039244228935774208,1
1039244264742551552,1
1039244371579875329,1
1039244373567983616,1
1039244439212969984,1
1039244605718331392,1
1039244613754662915,1
1039244649205059584,1
1039244671233519617,1
1039244693899542528,1
1039244806889906176,1
1039245061249294336,1
