1044772150677168128, 1044772818137706498
1044772444676845568, 1044872826409439232
1044772561115123714, 1044986816540041216
1044772806800670720, 1044773095523799041
1044773095523799041, 1044773925069213697
1044773848133120000, 1044990250253242381
1044773880878051328, 1044784517729251328
1044774026193899520, 1044778139807883264
1044774350380048384, 1044777212099088384
1044774873355243520, 1044883755339517952 1044851258597822464 1044860657726881792
1044774900186189824, 1044776264584892416
1044775290671648768, 1044777970739630085
1044775349236699137, 1044873000124915713
1044775680288968704, 1044782713184681990
1044776264584892416, 1044776265499234306
1044776489609310208, 1044787390861258757
1044776663924572160, 1044796807598010368
1044777130041765890, 1044777661816557568
1044777545755971585, 1044781117230993408
1044777703621242882, 1044777875990294529
1044777838812049408, 1044780396548902912
1044778279960530947, 1044780120089792515
1044778392770482176, 1044779120822046721
1044778790990368774, 1045082851736203266
1044779216959614976, 1044780475095674880
1044779285599277056, 1044804794836119552
1044779547420315648, 1044781503006167045
1044780121062862848, 1044781815259648001
1044780375720046592, 1044782122437955584
1044780777878286337, 1044953167920812032
1044781135933452289, 1044781838445596672
1044781370222927872, 1044789299873370112 1044782164741566465 1045049961178714119 1044785122782957568 1044923128806281216 1044863832395517953 1044818054302105601 1044879858734690305 1044825424755347457 1044813167107473409 1045025310708838402 1044783315629297665 1044850761744683009 1044972307775672326 1044899650652626944
1044781519347298309, 1044783989976952833
1044781681478066177, 1044783163694768128
1044781986882220032, 1044782409668063232
1044782058667737088, 1044821327415250944
1044782112023486464, 1044932181406175233
1044782150170472448, 1044783877041147904
1044782824979542017, 1044939420590362628
1044782948493529088, 1044829172105908224
1044783116865409025, 1044786652244316161
1044784433067438080, 1044786284546256898
1044784483956903936, 1044870408519012352
1044784576034418690, 1044788008703193088
1044785482259992577, 1044789838627581952
1044785572966010880, 1044790214982598657
1044785595149516801, 1044786920109289473
1044785895151468545, 1044798896717803520
1044786225578758145, 1044795367869566978
1044787371252703232, 1044818147977711618
1044787405478391808, 1044881146822168576 1044790318250577920
1044787889085837312, 1044790633376944128
1044788127473315840, 1044793478113361920
1044788382310707201, 1045014569075310594 1044944030516293632
1044788668710473728, 1044790935291219968
1044788836247601153, 1044789404664033280
1044788951901335552, 1044790014968647680
1044789150593863680, 1044803236232859648
1044789804943183872, 1044792206043869184
1044789838627581952, 1044934789239717889
1044790041975947264, 1044791927583854592
1044790973652328448, 1044903237479002112
1044791058691969025, 1044792836594577408
1044791123221401600, 1044791872651251712
1044791124148142080, 1045007029344108549
1044791358152556544, 1044817522367877125
1044791857748697088, 1044837139622612992
1044792194366877696, 1044793329538535424
1044792929120915456, 1044962735430094854
1044792998247034880, 1044816014389727233
1044793090937098240, 1044900973649571845
1044793288283176961, 1044816528074526720
1044794125676138496, 1044794673091538944
1044794706356514816, 1044798947557027841
1044794875013562368, 1044801717135495168
1044795462241472512, 1044942596496379904 1044800469351182336
1044795958217908224, 1044801541767491584
1044796017663664128, 1044912361793093635
1044796745719246848, 1044797142299279360
1044797263489380352, 1044822161494593537
1044797701009756160, 1044800216908681217
1044797973954158592, 1044798932704874496
1044798162681028609, 1045164841177165824
1044798343321391104, 1044798345426997249
1044798345426997249, 1044798347851300864
1044798622074851334, 1044798627439230977
1044799656625147910, 1045114398036119553
1044800187338645504, 1045169964661919744
1044800257194958848, 1045027509752991744 1044875309353496576
1044800417807372288, 1044960197020540929 1044960622549618688
1044800606588870664, 1044818037453586433
1044800831156047873, 1044822028874919938
1044803221846413313, 1044803930440568832
1044804463394000897, 1044804752943579136
1044804612530819073, 1044807156002942977
1044805313931726848, 1044807262886342656
1044805690752151557, 1044806024031391744
1044805715490197504, 1044977060744032256
1044805727859200000, 1044807339310809091
1044805767717703681, 1044812218452373505
1044806572633989121, 1044810943438491655
1044807554294009856, 1044899695640727553
1044809454112452608, 1044812568555139074
1044809903469146114, 1044915043928862721
1044809996272357383, 1044810770704412677
1044810283355639809, 1045015846702272513
1044810943438491655, 1044811747163611138
1044811587570274306, 1044831345623662592
1044813140628828160, 1045044384272707588
1044816173660024832, 1044978822083297281
1044816365117419520, 1044922241157337090
1044816396549541890, 1044908131283865600
1044816775693692929, 1044857584614871040
1044816813857673217, 1044818194534420480
1044817588457525248, 1044818336314511360
1044817887914070022, 1044870771074576386
1044818303275995137, 1044818934774607877
1044818319151427585, 1044822468836425728
1044818942261383169, 1045035661919576064
1044819465857306625, 1044819554789203974
1044819673685127169, 1044820441070784514
1044819681436205057, 1044821237338435584
1044820147280785409, 1044820220047773698
1044820603298074625, 1044828762460889088
1044821475449090048, 1044827826980081664
1044822392512688129, 1044822632527540224
1044822910190399490, 1044824526255779840
1044822963130970119, 1044973953201008640
1044823020643209218, 1044824090941509634
1044823729010864128, 1044824746259632135
1044824108968685568, 1044825526597275648
1044824556282810369, 1044913932765474816
1044826508223746048, 1044893639707693056
1044826752999202816, 1045125333001809920
1044827078179377152, 1044827763805433856
1044828176982200322, 1044829783757066241
1044828298554089474, 1044830385673244672
1044829543268339714, 1045068307261530112
1044829740392206338, 1044875655798771720
1044831183018897408, 1044843343153442817
1044831732606935045, 1044874533096886272
1044832961110192128, 1044833463344537600
1044833315197538304, 1044834107707052032
1044834012861267969, 1044852233987403776
1044834959847034881, 1045002453219971072
1044836072214200327, 1044836832985436160
1044836215130935296, 1044851236795756544
1044837139622612992, 1044963445488128001
1044838147937505287, 1045203694210273286
1044838816870268928, 1044928770937782272
1044840089271128065, 1044842021704339456
1044842948993712129, 1044844158006030336
1044843329261850624, 1044843494492262400
1044843417476493312, 1044878080244895744
1044843935305256960, 1044846463480664066
1044847335723978752, 1044848368567111682
1044847980719812610, 1044850262081511425
1044848015016677381, 1044848760705228800
1044848060063518720, 1044874053071368192
1044848254125559809, 1044851724052238336
1044848364737757185, 1044992493652185088
1044848760705228800, 1044850050583719937
1044848866292629504, 1045070557098758149
1044849329561849856, 1044858453712343041 1045003222937751552
1044851348527874049, 1044851579550085122
1044851880017506305, 1044854162599612417
1044852204287528960, 1045200423332843521
1044852833051443206, 1044854830303498241
1044853384245915648, 1044862863381286913
1044853791940587520, 1044862773111468036
1044853863600324608, 1044898471822741504
1044853870730579969, 1044854039178080256
1044853984190779395, 1044854022715437056
1044855281820291072, 1044855564256391169
1044855297683189760, 1044857953453568000
1044855593159327745, 1044855815511977984
1044855815511977984, 1044856134719471617
1044856319705059333, 1044857788126646273
1044856957989982211, 1044860344504659968 1044912158029611008
1044859305894252545, 1044859410814828545
1044859693892608003, 1044870473182597122
1044859872909627394, 1044882744361259008
1044860532480765952, 1044862864006283264
1044860880725438464, 1044867445679435777
1044862428671102976, 1044862430701133824
1044862437613350912, 1044862439651725312
1044862728970661888, 1044863269167599616
1044866106958196736, 1044866108954746880
1044866123274100736, 1044866125627109377
1044866134208589824, 1044911525574586368
1044868453444841472, 1044875208820215809
1044868872753598464, 1044870947726151681
1044870408519012352, 1044871233152651265
1044870480690380801, 1044872380626206720
1044871365428424709, 1044873279033544707
1044871840303321088, 1044943093697396741
1044871989960351744, 1044872413081677826
1044872692741152768, 1044873253863469059
1044872793387659264, 1044873527227273217
1044872972740284422, 1044873859449712640
1044873123512954882, 1044873724187615233
1044873243906244608, 1044948809032380417
1044873518012354561, 1044873519929151489
1044873673012903937, 1045083384740032513
1044873722421825538, 1044928963309592576
1044875779249770501, 1044929564995072000
1044876185413591041, 1044925891527266304
1044879067407896577, 1044883252467716096
1044880602829385730, 1044935970016174081
1044880817930076161, 1044883646023438336
1044881125137625088, 1044883596488704000
1044881908222578688, 1044885131700441088
1044882218995322886, 1044965981230157824
1044882305343533056, 1044882530372120576
1044883040462413824, 1044889682537062400
1044883283530723332, 1044892580801122304 1044884398640975873 1045199965369249793
1044883313247375361, 1045045975822331905
1044884441565474817, 1044885270682890240
1044885530591330304, 1044888615376048129 1044927538731134976 1045071549722750978 1044901748522057728 1044886651053461504 1044910143987572736 1044915698202497024 1044886120134266880
1044886112324349952, 1044901037633675264
1044886451828260865, 1045283873154895872
1044887981142757377, 1044925242513272832
1044888237532237824, 1044903927861391360
1044888995480580096, 1045088345469198338
1044889154541277184, 1044890033214423040
1044889314230906880, 1044930532692439040
1044890328266878976, 1044911759989997568
1044890352648429568, 1044891484250607616
1044890596454928385, 1045232781779972097
1044890907785539584, 1045018805259255813 1044894202671304705
1044891154213482496, 1044911248570298368
1044891465103552512, 1044893669193441280
1044892982921564160, 1044937981189115905
1044893231085948930, 1044898716124106752
1044893234412081152, 1044894665256898560
1044894157179957248, 1044990912491900928
1044894665256898560, 1044895127280529409
1044895153633333248, 1045052115100585984
1044895409792065536, 1045020873063911429
1044895559042179073, 1044899660022894592
1044895619901468672, 1044986445537181701
1044896393272340481, 1044896775994130433
1044896909004099585, 1044900186353537032
1044896910052659201, 1044899328677023747
1044899070660284416, 1044921419639992322
1044899691685646336, 1045097545997774849
1044901174179233792, 1044901373404475392
1044901342169518080, 1044901496456916993
1044901496456916993, 1045005755651432449
1044902463583776768, 1044928175137075202
1044902541203591168, 1044951284502155266
1044903123167453184, 1044910830633070592
1044903659077816323, 1044927800879325184
1044903785125089281, 1044908172882923520 1045039642536374272
1044903925562961920, 1044934982358245376
1044904038402347008, 1044909387909922816
1044904112402419712, 1044912551857967109
1044904299141029889, 1044905456521687041
1044904427423977472, 1044925322309902336
1044904436412370944, 1044925117686591488
1044904883621699584, 1044937965363814401
1044906229229858817, 1044932835591802880
1044909427093065729, 1044917653943603200
1044910137901797377, 1044944005287612421
1044910148140113922, 1044912480542248962
1044910681269694464, 1044974943333744640
1044910826669334528, 1044910828858667008
1044911841611108354, 1045301039812018181 1045186265430274048 1045276326507290624 1044918186267877376 1045254342213681152 1045205157015826432 1044937769867522048 1045221825834352641 1045220732769382401
1044912063582285824, 1044919128270819331
1044912618337710080, 1044913673230266369
1044912972689231872, 1044945023958175745
1044913003509035009, 1044914567283974146
1044913298880237569, 1044922488113844226
1044913767841062913, 1044917578554994689
1044914819172904960, 1044914821735616512
1044915871855071232, 1044986971498663936
1044917042363748353, 1044917048332226560
1044917416327766016, 1044917417850224640
1044917640622264320, 1044934774953897984
1044918046085672961, 1044918849525743616
1044918343520722944, 1044937096987914242 1044922482724098050 1045003011137970176
1044918377943371776, 1044993417393115137
1044919511147835393, 1044932644583223296
1044920307159638016, 1044921181994962944
1044920634994642950, 1044923946104049664
1044920772349779968, 1044927066423144448
1044921122255503361, 1044923538761646085
1044921325473554433, 1044940690692743168
1044922139407716352, 1044964369300426757
1044922187768115200, 1044923912134553600
1044922446732828673, 1044923368967983104
1044923538761646085, 1045128589279211520
1044924493506973696, 1045029468027408384
1044924580178079744, 1044931003263856640
1044925366077456385, 1045050613036388358
1044925524550852609, 1044926833240805377
1044925546378002433, 1044927461203554304
1044925564228960256, 1045001107251122177
1044925795486105601, 1044926636796325888
1044925853480579073, 1045115078264020992
1044926077456580609, 1045042609469759489
1044926636796325888, 1044928685755764736
1044926875972390913, 1044938754761404416
1044926885409501184, 1044927793606381568
1044927220362489856, 1044973981219139585
1044927873067495424, 1044980342472335360
1044928442314182661, 1044929247389896705
1044928684442996736, 1044928686036832258
1044928685755764736, 1045165489998237699
1044928686036832258, 1044928688712749061
1044928773194485760, 1044938200375013376
1044928942191390720, 1044929518983671809
1044929249768091648, 1044931392923037697
1044930550228750336, 1045009172033458178
1044930706999300096, 1044953307612172289
1044930867280457728, 1044984534415159296
1044932227577065473, 1044932869121081344
1044932519475466240, 1044943951797587968
1044932581920305153, 1044939980366213120
1044932644583223296, 1044936144927051776
1044932913274523648, 1044933494831378432
1044933070346891264, 1044956429965090816
1044933116081713152, 1044936110982524930
1044934435811061760, 1044936758792577026
1044934445583732736, 1044935378099163138
1044935372004823041, 1044936141575720960
1044935810741669888, 1045096995499560960 1044946382883377154 1045074426776227856 1045029766779338755 1045111422726823936
1044936136551002113, 1044936929475801090
1044936644074377221, 1045042332570193922
1044936911478042629, 1045066421728948224
1044937318614925313, 1044937772983881728
1044937531618447360, 1044937533560377345
1044937531853328384, 1044938984273645569
1044938236026646529, 1044938619113353218
1044938272064004096, 1045000780854349824
1044938311247306755, 1044986111754260480
1044938356281536512, 1045024531541299201
1044938563278852096, 1044945647604887552 1044939788527243264
1044938662142726145, 1044978039728132097
1044939573808300032, 1044973921521598464
1044939635783290882, 1044939640116006913
1044939788527243264, 1045031977802510336
1044940041800359936, 1044954664884744193
1044940376920993793, 1044942443622408192
1044940538863136768, 1045087033427783680
1044940774482350082, 1045309481922572290
1044940832158208007, 1044946322506362880
1044940896846974977, 1044957329958088706
1044941485836312577, 1045207003256291333
1044941919581802497, 1044967340864024577
1044942019968290816, 1045031557159956481
1044942164503887873, 1044957907543035904
1044942327847022594, 1044955747199725568
1044942355080523776, 1044943262128230401
1044942752037957632, 1045077293507522560
1044942772288008192, 1045074917203607554
1044942965075050496, 1044943461923807233
1044943153135079425, 1044945285624025090
1044943330260455425, 1044944491524894720
1044943951797587968, 1044946187298721797
1044944448914968576, 1045117582322339850
1044945217282088961, 1044946625616130049
1044945379060535296, 1044966783583756288
1044945623638626304, 1045252826228830210
1044945718174273539, 1044974327521832962
1044946032776368130, 1044993824521629698
1044946522675138565, 1044947592973561859
1044947363549376512, 1045031688429031425
1044947658027278338, 1044948434241957888
1044947706970624000, 1044951464404291584
1044947802562973696, 1045128987461079040
1044947887921287170, 1044950693747060738
1044948459000930304, 1045187026646175744
1044949265267773441, 1045032045746016258
1044949453050765312, 1044950928724545541
1044949713353658368, 1045128993509437441
1044949715576651777, 1044951595308453888
1044949813702348800, 1044950607180623872
1044950602973933569, 1044957757785411584 1045060836371431425
1044950726072569861, 1044970828373393408
1044950760390316032, 1045043310996443136
1044950801473556481, 1044951952067645440
1044951464404291584, 1044960368232206337
1044951470225977344, 1044962716702711809 1044969630421471233
1044951485325369345, 1044952656001753090
1044951595308453888, 1044953667118526466
1044951746311868417, 1044952314958745603
1044952921241243648, 1044956297760829443
1044952941105479681, 1044955518358433794
1044953330513047553, 1044954128613617664
1044953479587012613, 1044954506688163840
1044953706410774528, 1044973322897960961
1044954033428066305, 1044957205261406208
1044954653870501888, 1044959546500833282
1044955131354198017, 1044955410594172928
1044955390453186561, 1044983483817480192
1044956180924100608, 1045085458861105152
1044957206486167552, 1045019247133560832
1044957329958088706, 1044965043220221954
1044958774992261120, 1044978509674942464
1044958814225739777, 1044975688476962816
1044959189649494021, 1044960044490657792
1044959306209251328, 1044960989152784385
1044959695335813120, 1044963151253569536
1044959696451522565, 1044962415543300097
1044960019383488513, 1044991896559538177
1044960044490657792, 1044982378660327424
1044960135318188032, 1044960138300289024
1044960138958966784, 1044960727260377088
1044960197020540929, 1044966814214737922 1044963565994557441
1044960251181780993, 1044960409944567811
1044960482669416450, 1044980131423498241
1044960747103629313, 1044961132870553600
1044960926636679168, 1045102733945163777
1044960968462282752, 1044963146429943814
1044962201969266688, 1044995309678596098
1044962735430094854, 1044967573769637893
1044963031208394752, 1044990257555369985
1044963111566901248, 1044964343606116354
1044964083479515136, 1044965227291451397
1044965155816316929, 1044965157972189186
1044965580229545987, 1044969684716609538
1044965887693000705, 1044967504634949632
1044965928696516613, 1044965930244222976
1044965981230157824, 1044968454963548161
1044966038029430786, 1044966039191269378
1044966834787602433, 1044969612385763330
1044967128967909376, 1045012132809650177
1044967573769637893, 1045120591848591361
